;Unnamed: 0;Title;Artist;Year;0;has_lyrics;track_id;genre;language;instrumental;lyrics;sadness;joy;fear;disgust;anger;sentiment
34;34;What About Now;Lonestar;2000;106;1.0;13773660.0;Country;English;0.0;"The sign in the window said for sale or trade
on the last remaining dinosaur detroit made
seven hundred dollars was a heck of a deal
for a four hundred horsepower jukebox on wheels
and that road rolls out like a welcome mat
i don't know where it goes but it beats where we're at
we always said someday, somehow
we were gonna get away, gonna blow this town
what about now, how 'bout tonight
baby for once let's don't think twice
let's take that spin that never ends
that we've been talking about
what about now, why should we wait";0.463586;0.222865;0.21327;0.044316;0.280674;-0.836793
35;35;Most Girls;P!nk;2000;15;1.0;14497111.0;Pop;English;0.0;"I never cared too much for love
It was all a bunch of mush
That I just did not want.

Paid was the issue of the day
If a girlfriend's got some game.
Couldn't be more fly
Gettin' paid was everything.

But I'm not every girl.
And I don't need that world
To validate me.

'Cause shorty got a job
Shorty got a car
Shorty can pay her own rent.
Don't wanna dance if
It's not in my heart...

Most girls want a man
With the bling-bling
Got my own thing
Got the ching-ching.
I just want real love...

Most girls want a man
With the mean green
Don't wanna dance
If he can't be
Everything that I dream of
A man that understands real love.
(A-ha, a-ha, a-ha, a-ha. Ah... ah.)

Uh...

I was a girl about the floss
It was all about the cost
How much he spent on me.
";0.185375;0.622142;0.076773;0.082237;0.11411;0.297343
36;36;It Must Be Love;Alan Jackson;2000;60;1.0;793199.0;Country;English;0.0;"First I get cold and hot
think I'm on fire, but I'm not.
Oh, what a pain I've got,
it must be love!
There's nothing I can do,
all that I want is you.
Look what I'm going through,
it must be love!

It must be love, it must be love.
I fall like a sparrow and fly like a dove.
You must be the dream I been dreaming of,
oh what a feeling, it must be love!
";0.228371;0.707736;0.131172;0.060758;0.100037;0.433777
37;37;One Voice;Billy Gilman;2000;35;1.0;839087.0;Country;English;0.0;"Some kids have and some kids don't
And some of us are wondering why
And Mom won't watch the news at night
There's too much stuff thats making her cry

Chorus
We need some help
Down here on Earth
A thousand prayers
A million words
But one voice was heard

A house a yard a neighborhood
Where you can ride your new bike to school
A kinda world where mom and dad
Still believe the golden rule";0.443756;0.395296;0.234283;0.007376;0.042128;-0.687918
38;38;What'Chu Like;Da Brat Featuring Tyrese;2000;156;1.0;47676278.0;Pop;English;0.0;"Oh look out, oh huh come on
What'chu like a whole lot a MY DICK
(Tell me yeah)
What'chu like me on the what?
(What'chu like?)
What'chu like?
(Can you tell me baby?)
All night long
(All night long)

I like 'em brown, yellow
Puerto Rican or Haitian with
Good conversation plenty big faces
It's a must I stay luxurious
Jewelry cut precision like I bust
Been with it since Funkdafied blew up
It's evident shit I can't be touched
Niggas say I'm too much I trust its true
Why lie? See for yourself when I slide through
Drive by your big say
Don't look, you do
Shine so bright in the wind you too
You wish boo boo could ride with you tonight
Ain't nothing in the world that Brat can't do
She attractive to them him, her, and you shit
Frostbit, December Unrestricted
Drop dead, the cost is priceless
Due to the content I suggest you like this

What do you like?
A whole lot of foreplay
Right before you get it started
What do you like?
Me on top";0.146606;0.576757;0.096802;0.112246;0.461696;0.497054
39;39;Separated;Avant;2000;270;1.0;3734264.0;R&B/Soul;;0.0;"Hmm hmm hmm hmm hmm
Yeah yeah
Hmm hmm hmm hmm hmm
Listen babe
Every time I see you, I get a bad vibe
Just thinkin' of someone else in between your thighs
And you thought you were slick, had tricks up your sleeve
But I see your stupid ass and I know you're tired of me
That's why I say
When we were together
We never turned our backs on each other
But now that we're separated
We can't stand one another
I don't wanna be with you, put that on everything I own
I can't believe I stayed around that damn long
If I never see you again, I won't be mad at all, no no
'Cuz I believe that you're my downfall
You did me wrong
You did me wrong
I thought you were true";0.403585;0.036179;0.374116;0.160969;0.412247;-0.435419
40;40;Shake Ya Ass;Mystikal;2000;10;1.0;48758354.0;;English;0.0;"Uh! UHuhuh! whooOO!!
()(SHAKE YA ASS BUT WATCH YOUR SELF SHAKE YA ASS SHOW ME WHAT YOUR WORKING WITH SHAKE YA ASS BUT SHOW ME WATCH YOUR WORKIN WITH SHAKE YA ASS)
I came in with my dick in my hand
Don't make me leave with my foot in your ass (BE COOL!!)
and don't worry bout when I'm rippin this shit when I'm flippin when I'm tickin nigger that's just what I do
I'm now full rested and I'll fuck that cresent ass since I hold ground
DARE ME TO SHOW THIS MOTHERFUCKER? KEEP STEPPIN
They don't fuck with me and they DUMB!!
ya'all bitch's can't catch me and they WRONG!! (voice echo's on dumb and wrong)
Tell yourself fix your hair throw that pussy
I'm prowlin for my put downer's and doubtin for my hooka's
you think I'm trippin?
Bitch I ain't trippin
I'm fine if you got nice curves for youe iceberg
Reckon here I'm not gonna like it when you do somethin to me
up on these knee's and propose to do somethin wit me
fuck a dollar girl pick up this (uh)
fuck a condem girl you need a real nigger (uh)over time nigger's fuckin's heard this shit
bend over hoe show me what your workin with
()SHAKE YA ASS BUT WATCH YOURSELF SHAKE YA ASS SHOW ME WATCH YOUR WORKIN WITH
attention all you playa's and pimps right now in the place to be SHAKE YA ASS I thought I told ya'all nigga's before ya'all nigga's can't fuck with me
WATCH YOURSELF
now this ain't fun no smokoties no sir cause that won't pass";0.160033;0.010073;0.08833;0.145767;0.638041;-0.843865
41;41;Bag Lady;Erykah Badu;2000;9;1.0;16566085.0;R&B/Soul;English;0.0;"Bag lady you goin' hurt your back
Draggin' all 'em bags like that
I guess nobody ever told you
All you must hold on to
Is you, is you, is you

One day all 'em bag goin' get in your way
One day all 'em bag goin' get in your way
I said
One day all 'em bag goin' get in your way
One day all 'em bag goin' get in your way

So
(Pack light, pack light)
Hmm, mmm

Bag lady, you goin' miss your bus

You can't hurry up
'Cause you got too much stuff
When they see you comin'
Niggaz take off runnin'
From you it's true
Ohh, yes they dooo
One day he gonna say you crowdin' my space

One day he gonna say you crowdin' my space
I said
One day he gonna say you crowdin' my space
One day he gonna say you crowdin' my space
So
";0.498277;0.155553;0.153462;0.09836;0.315755;-0.58313
42;42;I Turn To You;Christina Aguilera;2000;406;1.0;1160377.0;Pop;English;0.0;"When I'm lost in the rain
In your eyes I know I'll find
The light to light my way
When I'm scared, losing ground
When my world is going crazy
You can turn it all around, yes

And when I'm down you're there, pushing me to the top
You're always there giving me all you've got

For a shield, from the storm
For a friend, for a love to keep me safe and warm
I turn to you
For the strength, to be strong
For the will to carry on
For everything you do
For everything that's true";0.161707;0.404614;0.462859;0.004876;0.084217;-0.987535
43;43;The Next Episode;Dr. Dre Featuring Snoop Dogg;2000;205;1.0;14642195.0;Hip Hop/Rap;English;0.0;"Ta-da-da-da-dah
It's the motherfuckin' D-O-double-G
Snoop Dogg!
Ta-da-da-da-dah
You know I'm mobbin' with the D.R.E.
Yeah, yeah, yeah, yeah!
You know who's back up in this, motherfucker!
What, what, what, what?
So blaze the weed up then!
Blaze it up, blaze it up!

Just blaze that shit up, nigga!
Yeah, 'sup Snoop?

Top Dogg, bite me all, nigga burn the shit up
D-P-G-C my nigga turn that shit up
C-P-T, L-B-C, yeah we hookin' back up
And when they bang this in the club, baby, you got to get up
Thug niggas, drug dealers, yeah they givin' it up
Lowlife, yo' life, boy we livin' it up
Takin' chances while we dancin' in the party fo' sho'
Slip my hoe a forty-fo' and she got in the back do'";0.180592;0.129504;0.088455;0.100364;0.555821;-0.717988
44;44;With Arms Wide Open;Creed;2000;6;1.0;13751896.0;Rock;English;0.0;"Well I just heard
The news today
It seems my life
Is gonna change
I close my eyes
Begin to pray
Then tears of joy
Stream down my face

With arms wide open
Under the sunlight
Welcome to this place, I'll show you everything
With arms wide open
With arms wide open

Well I don't know
If I'm ready
To be the man
I have to be
I'll take a breath";0.241824;0.616934;0.154643;0.026932;0.01811;0.442927
45;45;The Light;Common;2000;7;1.0;16628678.0;Hip Hop/Rap;English;0.0;"Yeah.
Doo-doo-doo, mmm-mmm-mmm-mmm-mmm.
Doo-doo-d-doo, diggy-doo YO.

I never knew a luh, luh-luh, a love like this
Gotta be somethin for me to write this
Queen, I ain't seen you in a minute
Wrote this letter, and finally decide to send it
Signed sealed delivered for us to grow together
Love has no limit, let's spend it slow forever
I know your heart is weathered by what studs did to you
I ain't gon' assault em cause I probably did it too
Because of you, feelings I handle with care
Some niggaz recognize the light but they can't handle the glare
You know I ain't the type to walk around with matchin shirts
If relationship is effort I will match your work
I wanna be the one to make you happiest, it hurts you the most
They say the end is near, it's important that we close.
. to the most, high
Regardless of what happen on him let's rely

There are times. when you'll need someone.
I will be by your side.
There is a light, that shines,
special for you, and me.
";0.505687;0.625038;0.077903;0.040537;0.072162;0.604947
46;46;I Will...But;SHeDAISY;2000;7;1.0;735021.0;Country;English;0.0;"I won't be bored
I won't be ignored
Hey!

I won't be your dirty secret
I won't be your cure-all pill
And I won't run to fetch the water
Just to tumble down the hill

I won't be your Friday paycheck
I won't be the prize you flaunt
And I won't be your Martha Stewart, baby
Or your all-night restaurant

But I will, I will, I will be your everything
If you make me feel like a woman should
I will, I will, I will be the whole shebang
You know I will... but
";0.355446;0.297489;0.28757;0.190962;0.036164;-0.548648
47;47;Smooth;Santana Featuring Rob Thomas;2000;177;1.0;16051642.0;;English;0.0;"Man it's a hot one
Like seven inches from the midday sun
Well I hear you whisper and the words melt everyone
But you stay so cool
My mu equita my Spanish Harlem Mona Lisa
You're my reason for reason
The step in my groove
Yea

And if you say, ""This life ain't good enough""
I would give my world to lift you up
I could change my life to better suit your mood
'Cause you're so smooth

And it's just like the ocean under the moon
Well it's the same as the emotion that I get from you
You got the kind of lovin' that can be so smooth, yeah
Gimme your heart, make it real
Or else forget about it

I'll tell you one thing";0.19269;0.725237;0.051235;0.018132;0.03887;0.689888
48;48;Don't Think I'm Not;Kandi;2000;2;1.0;2207218.0;Pop;English;0.0;"Now, I don't have to question
Where you were last night
'Cause I already know what you will say
I already know you'll lie

But I can't be mad at ya
'Cause there's something that you don't know
That when you're gone I do my own thing
And I catch a bone while you're dogging me

When you're out in the club, don't think I'm not
Even when you're out making love, don't think I'm not
When you're feeling good in somebody's spot, getting hot, don't stop
Just don't think I'm not 'cause I'm out getting mine

When you're out in the club, don't think I'm not
Even when you're out making love, don't think I'm not
When you're feeling good in somebody's spot, getting hot, don't stop
Just don't think I'm not 'cause I'm out getting mine

When I try to get your attention";0.452087;0.24824;0.217072;0.054483;0.255549;-0.657744
49;49;Big Pimpin';Jay-Z Featuring UGK;2000;308;1.0;30190718.0;;English;0.0;"Uhh, uh uh uh
It's big pimpin baby.
It's big pimpin, spendin G's
Feel me. uh-huh uhh, uh-huh.
Ge-ge-geyeah, geyeah
Ge-ge-geyeah, geyeah.

You know I - thug em, fuck em, love em, leave em
Cause I don't fuckin need em
Take em out the hood, keep em lookin good
But I don't fuckin feed em
First time they fuss I'm breezin
Talkin bout, ""What's the reasons?""
I'm a pimp in every sense of the word, bitch
Better trust than believe em
In the cut where I keep em
til I need a nut, til I need to beat the guts
Then it's, beep beep and I'm pickin em up
Let em play with the dick in the truck
Many chicks wanna put Jigga fist in cuffs
Divorce him and split his bucks
Just because you got good head, I'ma break bread
so you can be livin it up? Shit I.
parts with nothin, y'all be frontin
Me give my heart to a woman?
Not for nothin, never happen
I'll be forever mackin
Heart cold as assassins, I got no passion
I got no patience
And I hate waitin.
Hoe get yo' ass in
And let's RI-I-I-I-I-IDE. check em out now";0.45198;0.473441;0.124328;0.694886;0.644791;-0.745724
50;50;I Wanna Be With You;Mandy Moore;2000;112;1.0;34882364.0;Pop;English;0.0;"I try but I can't seem to get myself
To think of anything but you
Your breath on my face
Your warm gentle kiss, I taste the truth
I taste the truth

You know what I came here for

So I won't ask for more

I wanna be with you
If only for a night
To be the one who's in your arms
Who holds you tight
I wanna be with you
There's nothing more to say

There's nothing else I want more than to feel this way
I wanna be with you

So I'll hold you tonight";0.59612;0.127753;0.233661;0.199352;0.084756;0.329636
51;51;I Hope You Dance;Lee Ann Womack;2000;154;1.0;18720681.0;Country;English;0.0;"I hope you never lose your sense of wonder
You get your fill to eat but always keep that hunger
May you never take one single breath for granted
God forbid love ever leave you empty handed
I hope you still feel small when you stand beside the ocean
Whenever one door closes I hope one more opens
Promise me that you'll give faith a fighting chance
And when you get the choice to sit it out or dance.

I hope you dance... I hope you dance...

I hope you never fear those mountains in the distance";0.311642;0.502563;0.251117;0.030426;0.008634;0.829792
52;52;I Will Love Again;Lara Fabian;2000;71;1.0;30936052.0;Pop;English;0.0;"Did I ever tell you how you live in me
Every waking moment, even in my dreams,
And if all this talk is crazy
And you don't know what I mean
Does it really matter just as long as I believe
I will love again
Though my heart is breaking I will love again
Stronger than before, I will love again
Even if it takes a lifetime to get over you
Heaven only knows, I will love again
People never tell you the way they truly feel";0.345498;0.613459;0.026742;0.00479;0.049389;0.807351
